                  Province/State        Country/Region       Lat       Long  1/21/20 22:00  1/22/20 12:00  1/23/20 12:00  1/24/20 0:00  1/24/20 12:00  1/25/20 0:00  1/25/20 12:00  1/25/20 22:00  1/26/20 11:00  1/26/20 23:00  1/27/20 9:00  1/27/20 19:00  1/27/20 20:30  1/28/20 13:00  1/28/20 18:00  1/28/20 23:00  1/29/20 13:30  1/29/20 14:30  1/29/20 21:00  1/30/20 11:00  1/31/20 14:00  2/1/20 10:00  2/2/20 21:00  2/3/20 21:00  2/4/20 9:40  2/4/20 22:00  2/5/20 9:00  2/5/20 23:00  2/6/20 9:00  2/6/20 14:20  2/7/20 20:13  2/7/20 22:50  2/8/20 10:24  2/8/20 23:04  2/9/20 10:30  2/9/20 23:20  2/10/20 10:30  2/10/20 19:30  2/11/20 10:50  2/11/20 20:44  2/12/20 10:20  2/12/20 22:00  2/13/20 10:00  2/13/20 21:15  2/14/20 11:23
59                    London, ON                Canada  42.98490  -81.24530            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
60                           NaN                 Italy  41.87190   12.56740            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
61                           NaN                    UK  55.37810   -3.43600            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
62                           NaN                Russia  61.52400  105.31880            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
63                           NaN                Sweden  60.12820   18.64350            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
64               Santa Clara, CA                    US  37.35410 -121.95520            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
65                           NaN                 Spain  40.46370   -3.74920            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
66               South Australia             Australia -34.92850  138.60070            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
67                    Boston, MA                    US  42.36010  -71.05890            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
68                San Benito, CA                    US  36.57610 -120.98760            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
69                           NaN               Belgium  50.50390    4.46990            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
70                   Madison, WI                    US  43.07310  -89.40120            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
71  Diamond Princess cruise ship                Others  35.44370  129.63800            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           0.0           0.0           0.0           0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0              0              0
72          San Diego County, CA                    US  32.71570 -117.16110            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN            NaN            NaN            0.0            0.0            0.0            0.0            0.0              0              0
73               San Antonio, TX                    US  29.42410  -98.49360            NaN            NaN            NaN           NaN            NaN           NaN            NaN            NaN            NaN            NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN           NaN           NaN           NaN          NaN           NaN          NaN           NaN          NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN              0              0
